678	406	266.5231382474303
670	368	248.6423548310995
674	375	264.0139133669436
656	321	251.4711594209075
669	356	245.66249437630177
667	337	246.03376910090446
666	285	254.56651486456394
581	273	277.4981574388221
663	250	254.0309503674507
661	233	250.60364287346601
656	164	248.1601357460022
679	412	267.8319545928389
679	416	270.1485394500196
680	417	272.93638159753755
681	424	275.3848063002806
681	430	275.20012113673147
682	438	275.140040286351
683	444	277.23695167806
685	450	284.23835951834917
671	373	251.9639590755105
660	369	259.8151217214763
536	216	296.37021999806166
619	283	272.19010377302766
608	286	272.96980981482193
595	286	274.6811716002412
578	277	278.9753006771207
628	280	271.9444072339684
594	254	267.9462268948555
608	254	267.20368154346943
583	256	270.1875102240592
576	260	272.81434072647244
571	287	282.54581415094435
642	461	294.22112479805946
575	269	278.9063318166882
539	272	305.8509757742286
556	276	286.9778244756162
615	345	274.2232865828555
663	404	267.61963376775384
668	416	271.3531385175884
650	407	271.5480758808553
644	411	276.01787488674745
659	416	273.7605113303289
653	417	277.6434753322974
631	427	287.7779882401228
660	368	249.36802946031094
657	356	246.60759698599577
557	249	272.6283115101978
634	310	268.63090745173395
633	359	263.0818438716233
633	350	264.1136850230396
583	342	281.3179527875036
656	338	248.12747817486525
580	239	260.99431635811925
565	242	266.0066911019385
542	198	282.86501225084066
635	249	256.10243286937475
621	257	268.71216823346913
622	416	287.7609238959849
570	379	336.05886846780777
643	365	265.55547304451466
653	369	265.1889272034168
637	419	286.3451682962477
642	418	284.5386794768274
558	233	267.649328103289
635	363	266.6300349868834
602	241	257.52398893237114
599	231	255.18767461180687
583	174	257.9817460849881
550	216	273.967843252467
592	203	255.94426728785038
549	242	276.52224524645135
543	230	285.61745807528496
665	411	268.8776371534914
655	413	272.45728236157447
648	415	276.4097762410529
647	367	266.57624496147037
640	419	285.3069161064923
643	422	282.770775211975
643	417	284.2978813685477
648	363	257.4468679726124
655	416	278.553479607217
662	416	275.9904958191328
671	417	273.9266585034784
669	450	284.7467032261193
668	444	277.80353513080627
668	437	275.99251437932253
669	429	276.10139958560467
670	424	276.30000782664865
653	421	280.1340891979635
651	423	279.756498709321
648	427	279.8056566622108
646	430	281.26732986420393
631	396	276.52030672179535
550	317	335.43067276477814
672	373	259.62138501927257
649	419	282.5652854517102
646	421	282.38005940802395
658	375	265.9137382172048
640	370	271.1393094388768
656	372	265.2894682250917
624	317	271.86353087890893
607	327	274.7594210130046
632	355	267.70780654624104
556	184	269.5265089161694
565	206	264.3859738484025
574	229	260.68902164697647
641	435	286.4193388260901
629	233	252.06878744065762
622	201	250.88960509747267
615	168	250.90848989784718
585	283	277.04439527587965
560	296	286.7628313601017
633	277	272.1388454316184
565	263	277.51294288318604
641	302	265.6007621437311
639	356	257.120468467474
550	303	294.2052334547043
569	307	283.0402759835124
585	314	278.31324827857316
607	310	275.1173874690721
623	303	272.97858375823125
633	298	270.35970161668956
654	288	257.28871263563633
556	330	296.03134263306856
555	261	279.8126050271094
665	372	252.4953294545412
636	325	268.18175367079675
538	263	323.41311275959015
641	292	268.3469741605222
632	353	273.0309739941731
573	270	280.0799027085304
638	346	258.30203369259834
558	347	337.1416639536619
632	272	272.79742441605777
647	341	252.1277939900756
594	423	310.8431052416563
597	431	322.2642358392477
548	325	315.7435029745102
580	403	315.65324030816555
540	249	296.9463160261512
641	471	299.41965732723475
667	373	260.0982584990561
628	334	271.57500290777534
548	277	292.70226806402206
595	278	274.4736798311351
606	279	272.93455422623083
640	424	284.02941785752773
564	354	301.2556279078126
664	488	302.8183374553919
628	465	311.1253958195448
614	451	315.85753709077835
658	199	248.71501326560974
690	490	300.87910182774067
616	277	272.25768987555057
625	274	272.4014021921903
630	273	272.9659381438978
548	256	285.02733930945396
620	263	270.5674677155912
608	259	269.7262801695615
597	259	270.38341108709574
586	262	272.17905630823225
580	266	274.3309247074649
535	237	310.69301441311836
587	276	276.1776552652009
675	384	266.1335749551654
638	389	272.81655764672905
642	364	262.96014580875635
659	386	267.2990547027439
665	266	256.279432028532
609	442	307.5912458822131
624	456	303.964483179152
662	482	295.16861848533154
584	408	330.00393882393837
628	269	271.79646904114634
648	311	258.5458969697356
689	485	293.50087977945805
644	479	306.1732057482004
556	351	318.71738880872726
660	422	278.09136083815247
659	426	277.690526493825
657	432	277.77705502230674
655	438	279.3478190898895
653	444	284.9673974327743
647	418	281.12654159776866
643	417	281.1129957437515
639	415	280.99999940022826
625	405	281.59387330524623
580	365	290.79746026545763
647	294	261.7514950223267
640	266	267.57343700155616
632	266	270.0167499948293
650	415	281.7540888208896
583	392	302.877782471478
649	267	260.62310822308064
648	451	290.0660599581897
667	319	249.12267662584782
655	305	253.64603605121374
666	302	251.87834333628416
642	332	261.319048050791
688	474	288.917819224298
686	460	286.89160123467445
666	459	288.23858723044395
619	428	292.219321615994
625	364	275.5583881982602
632	441	291.52942299842834
600	360	278.6922635277733
617	377	278.1960073625669
595	379	285.6054678559303
663	472	290.683288872242
636	337	266.2977008149028
610	433	299.19395968317986
626	447	297.79473058879375
610	414	291.02784376591444
570	374	305.97095992416143
596	410	296.99005614966154
566	377	320.03857903182507
612	393	282.802471332252
642	318	263.67868511006236
644	362	256.21087960898876
637	363	262.75616455823183
647	356	251.60428117960691
628	256	265.0119300931692
607	250	263.8855215162039
589	250	264.9300423450768
576	251	267.9224759340286
568	256	271.9331190222874
566	273	282.52648217603564
542	298	311.1922886222601
578	293	280.38286115042865
591	298	277.1147813415155
607	297	274.57452716480475
621	292	273.0509968358092
631	288	271.739468886517
638	284	270.79220928717405
545	289	331.05050548911095
639	365	265.6318174675107
648	326	256.0733322054148
651	365	251.9432794302702
659	369	254.59308102726936
652	365	254.71128057688475
643	368	267.7293856628239
661	371	253.25218234211206
663	372	259.9820064380765
636	274	271.980751818046
643	278	268.9042924437672
646	282	265.50868824124336
577	268	276.3483284157701
572	264	276.395637227688
678	319	250.6169505417347
758	259	271.2256609927863
684	368	259.1451999731362
806	193	286.5341627970338
720	275	268.15550150349736
733	275	268.1906889658421
746	274	269.0505523234606
763	262	272.329550771974
710	273	268.799205403775
739	241	262.7281293272972
725	243	263.0495807155967
752	242	264.20034570619464
761	245	266.31788052618504
774	270	275.41325320198666
733	455	291.545732319355
764	254	272.30766201391816
813	249	296.034524589777
789	257	278.9557522861287
734	336	270.24679593741894
